
dataset	sumpairdif_0_mean	sumpairdif_0_std	theta_0_mean	theta_0_std	D_0_mean	D_0_std	pi_0_mean	pi_0_std	sumpairdif_1_mean	sumpairdif_1_std	theta_1_mean	theta_1_std	D_1_mean	D_1_std	pi_1_mean	pi_1_std	sumpairdif_2_mean	sumpairdif_2_std	theta_2_mean	theta_2_std	D_2_mean	D_2_std	pi_2_mean	pi_2_std	sumpairdif_3_mean	sumpairdif_3_std	theta_3_mean	theta_3_std	D_3_mean	D_3_std	pi_3_mean	pi_3_std	d_0x1_mean	d_0x1_std	dn_0x1_mean	dn_0x1_std	FST_0x1_mean	FST_0x1_std	bialsites_0x1_mean	bialsites_0x1_std	multisites_0x1_mean	multisites_0x1_std	sfA_0x1_mean	sfA_0x1_std	sfB_0x1_mean	sfB_0x1_std	sfout_0x1_mean	sfout_0x1_std	sxA_0x1_mean	sxA_0x1_std	sxB_0x1_mean	sxB_0x1_std	sxAfB_0x1_mean	sxAfB_0x1_std	sxBfA_0x1_mean	sxBfA_0x1_std	ss_0x1_mean	ss_0x1_std	Wald_0x1_mean	Wald_0x1_std	d_0x2_mean	d_0x2_std	dn_0x2_mean	dn_0x2_std	FST_0x2_mean	FST_0x2_std	bialsites_0x2_mean	bialsites_0x2_std	multisites_0x2_mean	multisites_0x2_std	sfA_0x2_mean	sfA_0x2_std	sfB_0x2_mean	sfB_0x2_std	sfout_0x2_mean	sfout_0x2_std	sxA_0x2_mean	sxA_0x2_std	sxB_0x2_mean	sxB_0x2_std	sxAfB_0x2_mean	sxAfB_0x2_std	sxBfA_0x2_mean	sxBfA_0x2_std	ss_0x2_mean	ss_0x2_std	Wald_0x2_mean	Wald_0x2_std	d_0x3_mean	d_0x3_std	dn_0x3_mean	dn_0x3_std	FST_0x3_mean	FST_0x3_std	bialsites_0x3_mean	bialsites_0x3_std	multisites_0x3_mean	multisites_0x3_std	sfA_0x3_mean	sfA_0x3_std	sfB_0x3_mean	sfB_0x3_std	sfout_0x3_mean	sfout_0x3_std	sxA_0x3_mean	sxA_0x3_std	sxB_0x3_mean	sxB_0x3_std	sxAfB_0x3_mean	sxAfB_0x3_std	sxBfA_0x3_mean	sxBfA_0x3_std	ss_0x3_mean	ss_0x3_std	Wald_0x3_mean	Wald_0x3_std	d_1x2_mean	d_1x2_std	dn_1x2_mean	dn_1x2_std	FST_1x2_mean	FST_1x2_std	bialsites_1x2_mean	bialsites_1x2_std	multisites_1x2_mean	multisites_1x2_std	sfA_1x2_mean	sfA_1x2_std	sfB_1x2_mean	sfB_1x2_std	sfout_1x2_mean	sfout_1x2_std	sxA_1x2_mean	sxA_1x2_std	sxB_1x2_mean	sxB_1x2_std	sxAfB_1x2_mean	sxAfB_1x2_std	sxBfA_1x2_mean	sxBfA_1x2_std	ss_1x2_mean	ss_1x2_std	Wald_1x2_mean	Wald_1x2_std	d_1x3_mean	d_1x3_std	dn_1x3_mean	dn_1x3_std	FST_1x3_mean	FST_1x3_std	bialsites_1x3_mean	bialsites_1x3_std	multisites_1x3_mean	multisites_1x3_std	sfA_1x3_mean	sfA_1x3_std	sfB_1x3_mean	sfB_1x3_std	sfout_1x3_mean	sfout_1x3_std	sxA_1x3_mean	sxA_1x3_std	sxB_1x3_mean	sxB_1x3_std	sxAfB_1x3_mean	sxAfB_1x3_std	sxBfA_1x3_mean	sxBfA_1x3_std	ss_1x3_mean	ss_1x3_std	Wald_1x3_mean	Wald_1x3_std	d_2x3_mean	d_2x3_std	dn_2x3_mean	dn_2x3_std	FST_2x3_mean	FST_2x3_std	bialsites_2x3_mean	bialsites_2x3_std	multisites_2x3_mean	multisites_2x3_std	sfA_2x3_mean	sfA_2x3_std	sfB_2x3_mean	sfB_2x3_std	sfout_2x3_mean	sfout_2x3_std	sxA_2x3_mean	sxA_2x3_std	sxB_2x3_mean	sxB_2x3_std	sxAfB_2x3_mean	sxAfB_2x3_std	sxBfA_2x3_mean	sxBfA_2x3_std	ss_2x3_mean	ss_2x3_std	Wald_2x3_mean	Wald_2x3_std
35	0.0809533	0.13193	7.66703e-05	7.28001e-05	0.0844222	1.14261	7.55854e-05	7.8606e-05	0.146662	0.124734	0.000122275	5.42202e-05	0.0161632	1.00517	0.000120413	6.31873e-05	0.144148	0.164416	0.00011696	7.08654e-05	0.672115	0.75021	0.000141583	8.72046e-05	0.167232	0.162241	0.000126981	6.92762e-05	0.273182	1.28817	0.000148249	0.00010592	0.000195555	0.000191253	9.7556e-05	0.000168579	0.148376	0.335598	17.08	8.3861	0	0	0	0	0	0	0.4	1.1547	3	3.91578	6.76	3.0315	0.12	0.439697	1.68	2.19317	5.12	5.79022	-9	0	0.000197125	0.000178746	8.8541e-05	0.000138397	0.160568	0.253825	17	9.36305	0	0	0	0	0	0	0.56	1.47422	3.08	2.61279	6.68	4.33705	0.44	1.08321	1.52	2.12368	4.72	6.11365	-9	0	0.00021483	0.000210978	0.000102913	0.000169821	0.246137	0.177599	18.08	9.50403	0	0	0.04	0.2	0	0	0.2	0.5	2.96	2.99277	7.76	5.16624	0.44	1.41657	1.84	2.44404	4.84	5.61753	-9	0	0.000195269	0.000125646	6.42713e-05	7.79533e-05	0.14456	0.147735	19.24	9.52313	0	0	0	0	0	0	0.24	1.0116	5.32	2.86822	5.16	4.93018	0.76	1.23423	0.28	0.737111	7.48	4.81422	-9	0	0.000221825	0.000132255	8.74937e-05	0.000101896	0.181641	0.219822	20.08	9.08258	0	0	0	0	0	0	0.08	0.276887	5	3.3541	6	4.60072	0.56	1.44568	0.44	1.19304	8	5.02494	-9	0	0.000220121	0.000145355	7.52055e-05	8.9474e-05	0.141286	0.166953	20.36	10.6688	0	0	0.08	0.4	0.24	1.2	0.16	0.472582	5.2	4.80451	6.2	4.70815	0.24	0.830662	0.76	1.76257	7.48	5.62079	-8.28	3.6
36	0.0701592	0.0824706	4.76505e-05	2.92864e-05	0.28977	0.887091	5.45398e-05	4.02516e-05	0.0257559	0.0453455	2.16914e-05	2.13837e-05	-0.159252	1.10125	1.94415e-05	2.64785e-05	0.0609934	0.0748784	6.55861e-05	3.56581e-05	-0.114728	0.966065	6.15014e-05	3.36422e-05	0.0450743	0.0460028	4.07584e-05	2.49801e-05	0.0991639	1.03269	4.24081e-05	3.22399e-05	7.07809e-05	5.25996e-05	3.37902e-05	3.77304e-05	0.211074	0.325027	6.4	3.47611	0	0	0	0	0	0	0.2	0.408248	3	1.80278	0.88	0.881287	0.76	1.3	0	0	1.56	1.58325	-9	0	7.3119e-05	4.04427e-05	1.50983e-05	1.48781e-05	0.102276	0.116868	9.16	4.53395	0	0	0	0	0	0	0	0	1.96	1.6452	3.64	2.48126	0.12	0.6	0.2	0.408248	3.24	2.20378	-9	0	7.1513e-05	4.53123e-05	2.3039e-05	2.84419e-05	0.129374	0.163598	7.56	3.47707	0	0	0	0	0	0	0.16	0.374166	2.4	1.77951	2.04	2.07123	0.36	1.15036	0.04	0.2	2.56	1.93821	-9	0	7.44141e-05	4.91587e-05	3.39426e-05	3.70688e-05	0.177551	0.303001	7.8	4.11299	0	0	0.04	0.2	0	0	0.12	0.6	0.56	0.869866	4.4	2.70801	0	0	0.8	1.08012	1.88	2.00666	-9	0	7.32977e-05	5.89859e-05	4.23729e-05	4.85183e-05	0.269922	0.308018	6.36	2.95635	0	0	0	0	0	0	0.36	1.03602	1.2	1.44338	2.96	1.83666	0.16	0.6245	0.6	0.957427	1.08	1.32035	-9	0	7.39096e-05	4.40675e-05	2.19549e-05	2.42953e-05	0.127433	0.160086	9.16	4.56143	0	0	0	0	0	0	0.12	0.6	4	2.97209	1.96	1.7673	0.4	0.763763	0	0	2.68	2.05589	-9	0
37	0.103653	0.10438	6.16798e-05	3.69226e-05	0.923706	1.10052	8.58095e-05	5.79279e-05	0.162862	0.2182	9.73838e-05	4.69089e-05	0.58236	1.1647	0.000121617	7.67017e-05	0.0997874	0.129993	8.11155e-05	6.34599e-05	0.163829	1.06274	9.37311e-05	8.36948e-05	0.0547322	0.0851133	4.73208e-05	3.94498e-05	-0.159787	1.36429	4.50979e-05	4.87203e-05	0.00017282	8.07582e-05	6.91064e-05	5.5131e-05	0.186949	0.17925	15.2	6.76387	0	0	0.08	0.4	0	0	0.28	1.2083	3	2.10159	6.04	3.94208	0.08	0.276887	1.4	2.16025	4.32	3.71618	-9	0	0.000163493	0.00010663	7.37226e-05	6.75939e-05	0.250089	0.173009	14.24	7.72054	0	0	0.2	0.707107	0.04	0.2	0.4	1.04083	3.76	3.13953	5.04	4.66798	0.48	0.918332	1.16	2.28546	3.16	3.36254	-9	0	0.000144006	0.000112243	7.85522e-05	0.000102411	0.281498	0.287463	11.44	6.02135	0	0	0.4	1.19024	0.16	0.472582	0.84	1.7	3.8	2.43242	2.12	2.68204	0.56	1.29357	0.52	1.08474	3.04	3.87814	-8.36	3.2	0.000160959	0.000106703	5.32847e-05	4.90861e-05	0.153435	0.181946	15.6	7.98958	0	0	0	0	0	0	0.08	0.276887	5.32	4.07962	3.48	3.177	0.84	1.43411	0.28	1.2083	5.6	5.88784	-9	0	0.00014538	9.42437e-05	6.20227e-05	5.52614e-05	0.135845	0.406846	13.52	6.89275	0	0	0	0	0	0	0.32	1.21518	6.28	3.37293	1.4	1.68325	1.24	2.45425	0.04	0.2	4.24	4.74588	-9	0	0.000145459	0.000112822	7.60445e-05	7.15333e-05	0.262781	0.345403	12.8	8.34666	0	0	0.04	0.2	0.08	0.276887	0.28	0.890693	5.52	4.54716	2.44	3.47707	1.2	2.53311	0.6	1.1547	2.64	3.10752	-9	0
38	0.133934	0.159651	9.45765e-05	5.30079e-05	0.259588	0.879243	0.000104812	8.0197e-05	0.0953808	0.167755	6.13112e-05	4.49377e-05	0.0684487	1.03506	6.23327e-05	5.7723e-05	0.114047	0.164237	7.8509e-05	5.73139e-05	0.647804	0.977561	9.76939e-05	8.27038e-05	0.104576	0.152891	7.19321e-05	4.45438e-05	0.396084	1.34015	8.53597e-05	7.62877e-05	0.000109509	7.51221e-05	2.59363e-05	1.77564e-05	0.0950216	0.167632	13.4	7.21688	0	0	0	0	0	0	0	0	5.44	3.68646	1.84	1.51877	0.36	0.637704	0	0	5.76	5.5848	-9	0	0.000125354	8.13045e-05	2.41009e-05	2.60786e-05	0.126184	0.124016	14.44	8.23144	0	0	0	0	0	0	0	0	4.92	2.99889	2.88	2.24202	0.24	0.597216	0	0	6.4	5.97913	-9	0	0.000119833	7.99823e-05	2.47475e-05	2.4013e-05	0.110125	0.14908	13.6	7.44424	0	0	0	0	0	0	0	0	4.56	2.64701	2.04	1.7195	0.24	0.663325	0	0	6.76	5.06853	-9	0	0.000116781	7.68848e-05	3.67677e-05	3.02811e-05	0.16661	0.190036	11.96	8.0077	0	0	0	0	0	0	0.16	0.472582	2.44	1.60935	4	3.75278	0.08	0.4	0.2	0.5	5.08	5.54467	-9	0	0.000107116	7.66851e-05	3.32698e-05	3.47499e-05	0.137446	0.210116	11.52	7.03041	0	0	0	0	0	0	0.08	0.4	2.48	2.2383	3.56	3.34265	0.16	0.553775	0.28	0.541603	4.96	4.51368	-9	0	0.000123402	8.19151e-05	3.18755e-05	3.00815e-05	0.165525	0.156663	12.64	8.04612	0	0	0	0	0	0	0.08	0.4	3.6	3.22749	3.12	2.48864	0.16	0.553775	0.16	0.472582	5.52	4.84011	-9	0
39	0.100892	0.104993	8.68599e-05	5.61302e-05	-0.142768	0.974364	8.43909e-05	6.96747e-05	0.0826663	0.123357	6.01144e-05	4.52861e-05	0.389162	1.1968	7.09042e-05	7.65108e-05	0.097277	0.0982461	0.000116979	7.10992e-05	-0.0334775	0.91857	0.000115828	8.19777e-05	0.147196	0.156404	0.000105062	5.39131e-05	0.348264	0.882836	0.000117105	6.8039e-05	0.000157788	0.000106247	8.01401e-05	6.86533e-05	0.264723	0.290464	14	7.38241	0	0	0.08	0.4	0.08	0.4	0.48	1.00499	4.72	3.50619	2.16	1.95107	1.12	2.14709	0.12	0.439697	5.24	5.10131	-9	0	0.000156805	0.000130594	5.66951e-05	7.22481e-05	0.157316	0.150448	17.16	8.27486	0	0	0	0	0	0	0.24	0.830662	2.88	2.40347	5.4	4.30116	0.08	0.4	0.44	1.04403	8.12	6.91207	-9	0	0.000173359	0.000121648	7.26109e-05	8.37601e-05	0.210932	0.178233	17.64	8.26075	0	0	0	0	0	0	0.04	0.2	3.84	2.95353	5.88	4.12634	0.32	1.06927	0.64	1.38082	6.92	6.26445	-9	0	0.000167717	0.000128914	7.43503e-05	8.55564e-05	0.219547	0.172125	16.6	8.27144	0	0	0	0	0	0	0.28	0.737111	2.32	1.79629	7.4	4.68152	0.04	0.2	1.4	2.44949	5.16	5.14522	-9	0	0.00014858	9.96447e-05	5.4576e-05	5.83305e-05	0.172929	0.222232	16.52	8.72315	0	0	0.08	0.4	0.08	0.4	0.2	0.707107	2.64	2.72152	7.24	4.39962	0.08	0.4	1.4	2.41523	4.8	4.65475	-9	0	0.000164518	9.65719e-05	4.80515e-05	4.7534e-05	0.1297	0.116589	19.04	8.68178	0	0	0	0	0	0	0	0	5.24	3.58562	4.76	3.11288	0.36	1.11355	0.32	0.9	8.36	6.51844	-9	0
40	0.154954	0.148042	0.000121716	8.97672e-05	0.314333	0.904117	0.000136852	0.000118544	0.169398	0.2271	0.000113294	7.07644e-05	0.177581	1.07468	0.00012422	0.000102241	0.116285	0.133404	0.000108619	6.78195e-05	0.548144	1.0195	0.000124117	8.12928e-05	0.139207	0.185087	9.94016e-05	7.40083e-05	0.434328	1.2366	0.000121005	0.000132716	0.000155858	0.00011641	2.53216e-05	2.27331e-05	0.0549567	0.0902479	19.6	11.811	0	0	0	0	0	0	0.04	0.2	4.92	3.75189	4	3.06866	0.28	1.2083	0.24	1.0116	10.12	7.59561	-9	0	0.000156778	9.96556e-05	2.6293e-05	2.64926e-05	0.0620195	0.126271	19.4	11.5902	0	0	0	0	0	0	0.04	0.2	5.44	4.24343	3.8	2.95804	0.48	1.26227	0.24	1.0116	9.4	7.6974	-9	0	0.000154011	0.000134688	2.50826e-05	2.79768e-05	0.0761907	0.120461	19.04	12.2048	0	0	0	0	0	0	0.08	0.276887	5.92	4.22216	3.44	2.8589	0.2	0.408248	0.2	1	9.2	8.07259	-9	0	0.000155746	9.74874e-05	3.15775e-05	2.76208e-05	0.073775	0.13006	19.16	11.0893	0	0	0	0	0	0	0.24	1.2	5.2	3.22749	4.48	3.78726	0.28	0.541603	0.08	0.276887	8.88	6.67907	-9	0	0.000150843	0.00013286	2.82306e-05	2.76236e-05	0.04831	0.167039	18.8	11.2546	0	0	0	0	0	0	0.04	0.2	5.68	3.4	4.12	3.24448	0.24	0.43589	0.28	1.2083	8.44	6.6463	-9	0	0.00016202	0.000124299	3.94594e-05	5.09473e-05	0.077129	0.119197	17.28	10.7103	0	0	0	0	0	0	0.16	0.374166	4.16	2.70308	3.32	3.21092	0.12	0.331662	0.36	1.25433	9.16	7.49822	-9	0
41	0.0963882	0.0937915	7.19012e-05	4.50513e-05	0.30343	0.951137	7.8419e-05	5.44688e-05	0.0118383	0.0379077	5.41986e-06	1.13515e-05	0.202193	0.841694	8.4197e-06	2.14759e-05	0.0454648	0.102798	3.27435e-05	3.21812e-05	0.510163	1.27483	4.05937e-05	4.39094e-05	0.0760047	0.100381	6.12867e-05	4.88866e-05	0.0261248	1.09198	6.48155e-05	6.39797e-05	9.55964e-05	6.59375e-05	5.2177e-05	4.67589e-05	0.334191	0.246924	10.24	6.43739	0	0	0	0	0.28	0.541603	0.12	0.439697	6.56	5.05041	0.32	0.627163	2.56	2.10317	0	0	0.4	1.32288	-9	0	0.000116572	8.69106e-05	5.70652e-05	6.98793e-05	0.323681	0.246513	11.16	6.27615	0	0	0	0	0.08	0.4	0.04	0.2	5.48	4.20436	1.44	1.38684	1.48	1.82848	0.08	0.4	2.56	3.55996	-9	0	0.000123652	8.96592e-05	5.20351e-05	6.06162e-05	0.221604	0.217439	12.88	7.10235	0	0	0.04	0.2	0.12	0.6	0	0	4.2	2.92973	3.12	2.02731	0.52	1.26227	0.08	0.4	4.8	4.98331	-9	0	0.000100117	0.000109557	7.56103e-05	0.000108539	0.447545	0.407296	7.08	4.45271	0	0	0.92	1.84662	0.56	1.41657	0.96	1.48549	0.48	0.822598	2.84	2.92518	0.08	0.4	1.08	1.68127	0.16	0.8	-6.72	6.36082	0.000117319	0.000111177	8.07012e-05	9.28656e-05	0.370682	0.365709	9.44	5.96574	0	0	0.24	0.522813	0.12	0.6	0.52	1.26227	0.56	1.19304	5.64	4.74236	0	0	2.2	2.34521	0.16	0.472582	-8.4	3	0.000121367	0.000105548	6.86619e-05	8.76043e-05	0.267346	0.268302	10.2	5.92312	0	0	0.12	0.6	0.12	0.6	0.36	1.03602	1.44	1.60935	4.4	3.48807	0.16	0.8	1.12	1.71561	2.48	3.78726	-8.48	2.6
42	0.0614261	0.0627496	5.56297e-05	4.34875e-05	0.363311	0.974176	6.39885e-05	5.52981e-05	0.0630892	0.0678453	5.13469e-05	3.14225e-05	0.168752	1.31516	4.97996e-05	3.44191e-05	0.084876	0.108269	7.86814e-05	4.37104e-05	-0.110989	0.933437	7.3499e-05	3.78771e-05	0.12204	0.135312	7.93599e-05	3.62045e-05	0.527147	1.06858	9.53677e-05	5.46464e-05	0.000145775	0.000106048	8.8881e-05	8.29638e-05	0.308542	0.237795	11.6	6.1101	0	0	0.08	0.276887	0	0	0.88	2.08806	3.24	2.75802	3.08	2.27156	0.52	1.00499	0.4	1.04083	3.4	3.30404	-9	0	0.000134919	8.06918e-05	6.61754e-05	5.52634e-05	0.247867	0.200057	13.16	7.25534	0	0	0	0	0	0	0.16	0.6245	2.48	2.69444	4.64	3.17385	0.16	0.6245	1.2	2.08167	4.52	3.83101	-9	0	0.000127761	6.09586e-05	4.80826e-05	3.60597e-05	0.234979	0.218253	13.44	6.37103	0	0	0	0	0	0	0	0	2.56	2.29274	4.92	2.72213	0.12	0.331662	1.36	2.15793	4.48	3.88501	-9	0	0.000145348	9.11372e-05	8.36989e-05	7.94927e-05	0.346428	0.174364	13.4	6.77003	0	0	0	0	0	0	0.16	0.6245	2.72	2.59037	5.12	3.59768	0.16	0.472582	1.24	2.43721	4	4.21307	-9	0	0.000144687	8.77326e-05	7.21031e-05	6.71038e-05	0.272133	0.158671	13.32	5.9	0	0	0.12	0.439697	0.08	0.276887	0.04	0.2	2.32	2.03552	4.96	2.83549	0	0	1.24	2.14631	4.56	3.92726	-9	0	0.00013072	6.46872e-05	4.62866e-05	3.7689e-05	0.217788	0.173441	14.84	6.9503	0	0	0	0	0.04	0.2	0.04	0.2	3.96	2.37136	4.12	2.20454	0.04	0.2	0.28	0.737111	6.36	4.61772	-9	0
43	0.0350716	0.0554695	2.11373e-05	2.43248e-05	0.398012	1.18045	2.73474e-05	3.55061e-05	0.0356617	0.046699	2.81568e-05	2.24809e-05	0.114853	1.17633	3.12476e-05	3.13055e-05	0.00901535	0.0171743	8.17156e-06	1.15586e-05	0.202971	0.897078	8.44841e-06	9.30598e-06	0.0480095	0.0571041	3.24469e-05	1.80653e-05	0.3014	1.26906	3.87123e-05	3.09361e-05	8.16712e-05	6.85532e-05	5.23737e-05	5.72802e-05	0.411421	0.308331	5.8	3.59398	0	0	0.28	0.678233	0.12	0.439697	0.32	1.06927	0.96	1.45717	1.76	1.83212	0.36	1.31909	0.44	0.768115	1.56	2.2745	-9	0	9.02977e-05	8.47819e-05	7.23998e-05	7.66214e-05	0.633183	0.26259	4.88	3.65513	0	0	0.6	1.52753	0.56	1.00333	0.32	0.627163	1.76	2.02649	0.4	0.57735	0.52	1.26227	0.12	0.331662	0.6	1.44338	-7.48	5.29245	7.55049e-05	7.43599e-05	4.2475e-05	5.4164e-05	0.271372	0.286846	6.56	3.53648	0	0	0.12	0.439697	0	0	0.08	0.4	1.56	1.70978	2.64	1.97653	0.28	0.678233	0.84	1.21381	1.04	1.7673	-9	0	6.94872e-05	7.11813e-05	4.96392e-05	6.12795e-05	0.485122	0.299595	5.4	3.59398	0	0	0.24	1.0116	0.4	0.866025	0.4	1.25831	2.64	2.34307	0.44	0.506623	0.6	0.866025	0.16	0.6245	0.52	1.5843	-8	5	7.76057e-05	5.46028e-05	4.26257e-05	4.2903e-05	0.283202	0.319773	7.08	3.60463	0	0	0.04	0.2	0	0	0.12	0.6	2.16	2.4779	2.52	1.93907	0.24	0.522813	0.64	1.31909	1.36	1.70489	-9	0	6.72224e-05	4.42021e-05	4.3642e-05	4.24479e-05	0.428918	0.303596	5.64	2.81188	0	0	0.24	0.43589	0.08	0.4	0.24	0.663325	0.52	0.770281	3.04	1.98914	0.04	0.2	0.92	1.11505	0.56	1.22746	-9	0
44	0.0414742	0.07227	2.54646e-05	2.32061e-05	0.119833	1.16832	2.79025e-05	3.1682e-05	0.0168725	0.032501	1.21511e-05	1.31524e-05	-0.0577024	0.953761	1.13348e-05	1.59731e-05	0.071651	0.0977225	6.10716e-05	3.87426e-05	0.134236	0.903677	6.48621e-05	4.67643e-05	0.0563016	0.0594593	4.37987e-05	2.66889e-05	0.384876	1.00618	4.95766e-05	3.34105e-05	6.7872e-05	6.59888e-05	4.82534e-05	5.76289e-05	0.418308	0.372504	4.92	3.37787	0	0	0.04	0.2	0.08	0.4	0.24	0.597216	1.92	1.84662	0.84	1.54596	0.84	1.43411	0	0	0.96	1.54056	-9	0	7.94585e-05	5.55274e-05	3.30762e-05	3.32453e-05	0.0807938	0.514801	9.08	6.17063	0	0	0	0	0	0	0	0	0.52	0.822598	5.08	4.55448	0	0	0.28	0.613732	3.2	3.52373	-9	0	6.41951e-05	4.55669e-05	2.54556e-05	2.88142e-05	0.202223	0.249581	7.44	4.38824	0	0	0	0	0	0	0.08	0.4	1.04	1.56738	3.44	3.15013	0	0	0.2	0.5	2.68	3.05123	-9	0	6.29118e-05	4.12417e-05	2.48133e-05	2.06428e-05	0.143226	0.275695	8.92	5.9925	0	0	0	0	0	0	0	0	0.36	0.637704	5.96	4.92003	0	0	1.16	1.43411	1.44	1.63503	-9	0	5.61073e-05	4.3953e-05	2.56516e-05	3.377e-05	0.247062	0.196416	7	4.30116	0	0	0	0	0	0	0.08	0.4	0.6	1.08012	4.04	3.19479	0	0	1.08	1.44106	1.2	1.47196	-9	0	7.29971e-05	4.00623e-05	1.57778e-05	1.56673e-05	0.115583	0.195369	10.36	6.40234	0	0	0	0	0	0	0	0	3.96	3.57631	1.8	1.52753	0.08	0.4	0	0	4.52	3.57211	-9	0
45	0.0983972	0.0993103	5.28363e-05	2.89889e-05	0.798027	1.2298	7.23549e-05	5.19775e-05	0.115278	0.105065	8.54152e-05	5.48428e-05	0.274368	1.1553	9.30204e-05	6.377e-05	0.0810403	0.159277	4.88137e-05	3.76007e-05	0.281172	1.41143	6.10104e-05	6.4447e-05	0.0950534	0.100272	7.56072e-05	4.44735e-05	0.0828953	0.789594	7.99344e-05	5.67907e-05	0.000106938	6.25466e-05	2.42507e-05	2.4668e-05	0.132816	0.171902	14.08	7.88944	0	0	0	0	0	0	0.12	0.6	1.52	1.47535	5.44	4.46356	0.12	0.6	0.8	2.16025	6.08	4.27122	-9	0	9.29993e-05	7.4101e-05	2.63167e-05	3.09084e-05	0.125518	0.269219	10.84	6.52993	0	0	0.04	0.2	0	0	0.56	1.87261	3.12	2.22336	2.2	2.34521	0.2	0.645497	0.32	0.9	4.4	4.28174	-9	0	0.000101587	6.62671e-05	2.54423e-05	2.84191e-05	0.140669	0.120098	13.76	7.59539	0	0	0	0	0	0	0.52	1.93907	2.12	2.1276	5.12	3.46795	0.16	0.6245	0.4	0.866025	5.44	4.17413	-9	0	0.000102059	6.72869e-05	2.50432e-05	2.4657e-05	0.132048	0.255114	13.68	7.81942	0	0	0	0	0	0	0.24	0.830662	6	4.08248	1.12	1.0924	0.52	1.80555	0	0	5.8	5.65685	-9	0	0.000110547	6.29248e-05	2.40691e-05	2.67649e-05	0.0799462	0.167193	16.24	8.8378	0	0	0	0	0	0	0	0	4.6	3.55903	3.68	2.19317	0.68	2.07605	0.24	0.830662	7.04	5.60862	-9	0	9.48857e-05	6.48803e-05	2.44133e-05	2.53001e-05	0.161968	0.150824	13.32	7.81942	0	0	0	0	0	0	0.36	1.8	1.68	2.54493	5.64	3.34016	0.32	1.14455	0.4	0.866025	4.92	4.58185	-9	0
46	0.0630379	0.0740372	6.0324e-05	4.73441e-05	0.2008	1.12393	6.12174e-05	5.11532e-05	0.153022	0.196322	8.7462e-05	4.6403e-05	0.40274	1.064	9.97736e-05	7.0326e-05	0.079399	0.100019	6.83283e-05	4.69938e-05	0.58978	0.912249	8.0389e-05	5.25572e-05	0.128094	0.152838	8.086e-05	5.07827e-05	0.259359	0.929184	8.93916e-05	6.1047e-05	0.000105648	7.17664e-05	2.51524e-05	2.12708e-05	0.0620027	0.193833	15.44	8.80852	0	0	0	0	0	0	0.04	0.2	2.08	1.99833	6.24	4.35201	0.08	0.4	0.44	1.29357	6.56	6.2788	-9	0	0.000107873	8.42828e-05	3.70698e-05	5.34365e-05	0.149674	0.181179	12.6	7.79423	0	0	0	0	0	0	0.36	1.25433	2.36	1.95533	3.4	2.46644	0.2	0.57735	0.12	0.439697	6.16	5.85719	-9	0	0.00010011	6.60191e-05	2.48053e-05	2.51928e-05	0.0635656	0.30547	14.72	9.22189	0	0	0	0	0	0	0.12	0.439697	2.28	1.98997	5.52	4.61086	0.16	0.553775	0.36	1.07548	6.28	5.89859	-9	0	0.000115928	7.69552e-05	2.58468e-05	2.9e-05	0.0932243	0.158987	15.56	8.8651	0	0	0	0	0	0	0.04	0.2	5.32	4.59819	2.2	2.14087	0.52	1.32665	0.08	0.4	7.4	6.25167	-9	0	0.000112409	6.90793e-05	1.78262e-05	1.56206e-05	0.0828691	0.120649	17.16	9.39716	0	0	0	0	0	0	0.08	0.4	4.72	3.45832	3.8	3.80789	0.2	0.57735	0.04	0.2	8.32	6.51741	-9	0	0.000107193	7.07909e-05	2.23029e-05	2.96803e-05	0.102064	0.118233	15	9.02312	0	0	0	0	0	0	0.12	0.439697	2.56	1.70978	4.76	3.53883	0.16	0.553775	0.44	1.12101	6.96	6.0586	-9	0
